Datum,Titel,Organizer,Ort,Beschreibung,Publish
2026-11-01,OGV Garten,Olga Stritt Stiftung,Schützenhaus Bösingen,,False
2026-11-01,Schützenhaus Bösingen,Olga Stritt Stiftung,Halle,,False
2026-11-01,Halle,Olga Stritt Stiftung,Haus Josefine Bösingen,,False
2026-11-01,Haus Josefine Bösingen,Olga Stritt Stiftung,Halle,,False
2026-11-01,Halle,Olga Stritt Stiftung,Bösingen,,False
2026-11-01,Bösingen,Olga Stritt Stiftung,Schützenhaus Herrenzimmern,,False
2026-11-01,Haus Josefine Bösingen,Gemeindehaus Bösingen,Bauernmuseum Bösingen,,False
2026-11-01,Bauernmuseum Bösingen,Gemeindehaus Bösingen,,,False
2026-11-05,Kaffeenachtmittag Bösingen,Olga-Stritt-Stiftung / Haus Josefine,,,False
2026-11-05,Heimatpflegeverein,Olga Stritt Stiftung,,,False
2026-11-15,Sonntag,NaturAktiv Bösingen e.V.,,,False
2026-11-17,Dienstag,"Impressum | Herausgeber: Gemeinde Bösingen, Bürgermeister Peter Schuster, 78662 Bösingen, Bösinger Straße 5.",,,False
2026-11-19,Donnerstag,"Impressum | Herausgeber: Gemeinde Bösingen, Bürgermeister Peter Schuster, 78662 Bösingen, Bösinger Straße 5.",,,False
2026-11-20,Freitag,"Impressum | Herausgeber: Gemeinde Bösingen, Bürgermeister Peter Schuster, 78662 Bösingen, Bösinger Straße 5.",,,False
2026-11-20,Offener Missionskreis,"Impressum | Herausgeber: Gemeinde Bösingen, Bürgermeister Peter Schuster, 78662 Bösingen, Bösinger Straße 5.",,,False
2026-11-21,Samstag,"Impressum | Herausgeber: Gemeinde Bösingen, Bürgermeister Peter Schuster, 78662 Bösingen, Bösinger Straße 5.",,,False
2026-11-21,Sonntag,"Impressum | Herausgeber: Gemeinde Bösingen, Bürgermeister Peter Schuster, 78662 Bösingen, Bösinger Straße 5.",,,False
2026-11-21,Weihnachten,"Impressum | Herausgeber: Gemeinde Bösingen, Bürgermeister Peter Schuster, 78662 Bösingen, Bösinger Straße 5.",,,False
2026-11-21,Samstag,"Impressum | Herausgeber: Gemeinde Bösingen, Bürgermeister Peter Schuster, 78662 Bösingen, Bösinger Straße 5.",,,False
2026-11-21,Samstag,"Impressum | Herausgeber: Gemeinde Bösingen, Bürgermeister Peter Schuster, 78662 Bösingen, Bösinger Straße 5.",,,False
2026-11-21,Donnerstag,"Impressum | Herausgeber: Gemeinde Bösingen, Bürgermeister Peter Schuster, 78662 Bösingen, Bösinger Straße 5.",Angelverein Bösingen,,False
2026-11-21,Angelverein Bösingen,"Impressum | Herausgeber: Gemeinde Bösingen, Bürgermeister Peter Schuster, 78662 Bösingen, Bösinger Straße 5.",,,False
2026-11-22,Sonntag,"Impressum | Herausgeber: Gemeinde Bösingen, Bürgermeister Peter Schuster, 78662 Bösingen, Bösinger Straße 5.",,,False
2026-11-25,Mittwoch,"Impressum | Herausgeber: Gemeinde Bösingen, Bürgermeister Peter Schuster, 78662 Bösingen, Bösinger Straße 5.",,,False
2026-11-25,Sonntag,"Impressum | Herausgeber: Gemeinde Bösingen, Bürgermeister Peter Schuster, 78662 Bösingen, Bösinger Straße 5.",,,False
2026-11-28,Samstag,"Impressum | Herausgeber: Gemeinde Bösingen, Bürgermeister Peter Schuster, 78662 Bösingen, Bösinger Straße 5.",,,False
2026-11-28,Samstag,"Impressum | Herausgeber: Gemeinde Bösingen, Bürgermeister Peter Schuster, 78662 Bösingen, Bösinger Straße 5.",,,False
2026-11-28,Montag,"Impressum | Herausgeber: Gemeinde Bösingen, Bürgermeister Peter Schuster, 78662 Bösingen, Bösinger Straße 5.",,,False
2026-12-04,Freitag,"Impressum | Herausgeber: Gemeinde Bösingen, Bürgermeister Peter Schuster, 78662 Bösingen, Bösinger Straße 5.",,,False
2026-12-04,Dienstag,"Impressum | Herausgeber: Gemeinde Bösingen, Bürgermeister Peter Schuster, 78662 Bösingen, Bösinger Straße 5.",,,False
2026-12-04,Freitag,"Impressum | Herausgeber: Gemeinde Bösingen, Bürgermeister Peter Schuster, 78662 Bösingen, Bösinger Straße 5.",,,False
2026-12-05,Freitag,"Impressum | Herausgeber: Gemeinde Bösingen, Bürgermeister Peter Schuster, 78662 Bösingen, Bösinger Straße 5.",,,False
2026-12-05,Dienstag,"Impressum | Herausgeber: Gemeinde Bösingen, Bürgermeister Peter Schuster, 78662 Bösingen, Bösinger Straße 5.",,,False
2026-12-06,Sonntag,"Impressum | Herausgeber: Gemeinde Bösingen, Bürgermeister Peter Schuster, 78662 Bösingen, Bösinger Straße 5.",,,False
2026-12-17,Kaffeenachtmittag Bösingen,Olga-Stritt-Stiftung / Haus Josefine,,,False
2026-12-23,24.-26.12.2026,NaturAktiv Bösingen e.V.,,,False
2026-12-23,Mittwoch,NaturAktiv Bösingen e.V.,,,False
2026-12-23,Donnerstag,NaturAktiv Bösingen e.V.,,,False
2026-12-23,Samstag,NaturAktiv Bösingen e.V.,,,False
2026-12-23,Donnerstag,NaturAktiv Bösingen e.V.,,,False
2026-12-23,Mittwoch,NaturAktiv Bösingen e.V.,,,False
2026-12-23,OGV Bösingen,SSV Bösingen,,,False
2026-12-23,Gesangverein Frohsinn Bösingen,Hells Hefe e.V.,,,False
2026-12-23,An scheena Obad mit'm Musik- und'm Gsangverein,DRK Ortsverband,,,True
2026-12-23,Winterwanderung,DRK Ortsverband,,,False
2026-12-23,Nachtwanderung,DRK Ortsverband,,,False
2026-12-23,Winterwanderung,DRK Ortsverband,,,False
2026-12-23,Jahreshauptversammlung,DRK Ortsverband,,,False
2026-12-23,Winterwanderung,DRK Ortsverband,,,False
2026-12-23,Weihnachtslieder spielen,DRK Ortsverband,,,False
2026-12-23,Weihnachtsfischverkauf,DRK Ortsverband,,,False
2026-12-23,Kaffeenachmittag,DRK Ortsverband,,,False
2026-12-23,Weihnachtsmarkt,DRK Ortsverband,,,True
2026-12-23,Winterwanderung,DRK Ortsverband,,,False
2026-12-23,Blutspendetermin,DRK Ortsverband,,,False
2026-12-23,Seniorenadvent,DRK Ortsverband,,,False
2026-12-23,Nikolausnachmittag an der Hofboschhütte,DRK Ortsverband,"""Musikverein Harmonie Bösingen &",,False
2026-12-23,"""Musikverein Harmonie Bösingen &",DRK Ortsverband,"Gesangverein Frohsinn Bösingen """,,True
2026-12-23,"Gesangverein Frohsinn Bösingen """,DRK Ortsverband,"""Kirchengemeinden Bösingen und",,False
2026-12-23,Dezember 2026,Advent im Vereinsgarten,,,False
2026-12-23,Königsschießen,Advent im Vereinsgarten,,,False
2026-12-23,Konzert,Advent im Vereinsgarten,,,True
2026-12-23,"Vortrag ""Wie ticken Obstbäume""",Advent im Vereinsgarten,,,True
2026-12-23,Sonntagsprobe,Advent im Vereinsgarten,,,False
2026-12-23,Kinderevent,Advent im Vereinsgarten,,,False
2026-12-23,Jahresabschluss/Helferfest,Advent im Vereinsgarten,,,True
2026-12-23,Königsfeier,Advent im Vereinsgarten,,,False
2026-12-23,Königschiessen,Advent im Vereinsgarten,,,False
2026-12-23,Adventsbazar,Advent im Vereinsgarten,,,False
2026-12-23,Königschiessen,Advent im Vereinsgarten,,,False
2026-12-23,Herbstwanderung,Advent im Vereinsgarten,,,False
2026-12-23,Kaffeenachmittag,Advent im Vereinsgarten,,,False
2026-12-23,Bauernmuseum geöffnet,Advent im Vereinsgarten,,,False
2026-12-23,November 2026,Advent im Vereinsgarten,NaturAktiv Bösingen e.V.,,False
2026-12-23,Obst- und Gartenbauverein Bösingen,SSV Bösingen,,,False
